id,title,year,language,Nb_authors,title_clean,cluster,theme
1194,Apprentissage des réseaux bayésiens avec des graphes chaînés maximaux,2004,fr,2,apprentissage réseau bayésiens graphe chaîné maximal,4,Apprentissage automatique et réseaux de connaissances
1195,Apprentissage et optimisation conjoints : extraction de connaissances pertinentes sur les systèmes de production,2004,fr,2,apprentissage optimisation conjoint extraction connaissance pertinent système production,9,Extraction d’information et analyse documentaire web
1196,Apprentissage incrémental des profils dans un système de filtrage d'information,2004,fr,3,apprentissage incrémental profil système filtrage information,4,Apprentissage automatique et réseaux de connaissances
1197,Approche binaire pour la génération de fortes règles d'association,2004,fr,3,approche binaire génération fort règle association,6,Règles d’association et génération de connaissances
1198,Approche innovante pour la recherche et l'extractin coopérative et dynamique d'informations sur Internet,2004,fr,3,approche innovant recherche extractin coopératif dynamique information internet,8,Recherche d’information et traitement d’images
1199,BELUGA : un outil pour l'analyse dynamique des connaissances de la littérature scientifique d'un domaine. Première application au cas des maladies à prions,2004,fr,2,beluga outil analyse dynamique connaissance littérature scientifique domaine application cas maladie prion,4,Apprentissage automatique et réseaux de connaissances
1200,BooLoader : un chargeur efficace dédié aux bases de transactions denses,2004,fr,3,booloader chargeur efficace dédier base transaction dense,4,Apprentissage automatique et réseaux de connaissances
1201,Caractérisation de signatures complexes dans des familles de protéines distantes,2004,fr,3,caractérisation signature complexe famille protéine distant,4,Apprentissage automatique et réseaux de connaissances
1202,Caractérisation globale de l'exécution de jobs,2004,fr,2,caractérisation global exécution job,4,Apprentissage automatique et réseaux de connaissances
1203,Cartographie sémantique des connaissances à la carte,2004,fr,2,cartographie sémantique connaissance carte,4,Apprentissage automatique et réseaux de connaissances
1204,Classer pour découvrir : une nouvelle méthode d'analyse du comportement de tous les utilisateurs d'un site Web,2004,fr,3,classer découvrir méthode analyse comportement utilisateur site web,9,Extraction d’information et analyse documentaire web
1205,Classification automatique d'images,2004,fr,3,classification automatique image,8,Recherche d’information et traitement d’images
1206,Construction de variables et arbre de décision,2004,fr,2,construction variable arbre décision,4,Apprentissage automatique et réseaux de connaissances
1207,Contrôle du risque multiple pour la sélection de règles d'association significatives,2004,fr,3,contrôle risque multiple sélection règle association significatif,6,Règles d’association et génération de connaissances
1208,Découverte de régularités pour l'intégration de  données semi structurées,2004,fr,2,découverte régularité intégration donnée semi structurer,7,Visualisation et exploration interactive de données
1209,Détection par SVM - Application à la détection de Churn en téléphonie mobile prépayée,2004,fr,3,détection svm application détection churn téléphonie mobile prépayée,4,Apprentissage automatique et réseaux de connaissances
1210,"ETIQ, un étiqueteur inductif convivail pour les corpus de spécialité",2004,fr,3,etiq étiqueteur inductif convivail corpus spécialité,4,Apprentissage automatique et réseaux de connaissances
1211,Étude de textes par leur image,2004,fr,3,étude texte image,8,Recherche d’information et traitement d’images
1212,Étude expérimentale de mesures de qualité de règles d'association,2004,fr,3,étude expérimental mesure qualité règle association,6,Règles d’association et génération de connaissances
1213,EXIT : EXtraction Itérative de la Terminologie,2004,fr,4,exit extraction itératif terminologie,9,Extraction d’information et analyse documentaire web
1214,Extraction de connaissances grâce à un outil de text-mining. Application à la veille informationnelle dans le cadre policier,2004,fr,2,extraction connaissance grâce outil text mining application veille informationnel cadre policier,9,Extraction d’information et analyse documentaire web
1215,Extraction de processus fonctionnels en génétique des  microbes à partir de résumés MEDLINE,2004,fr,4,extraction processus fonctionnel génétique microbe partir résumé medline,9,Extraction d’information et analyse documentaire web
1217,Fonctionnement d'un Système Informatique d'Aide à la Décision (SIAD),2004,fr,1,fonctionnement système informatique aide décision siad,2,Aide à la décision et analyse multidimensionnelle
1218,Fonctions d'oubli dans les entrpôts de données,2004,fr,3,fonction oubli entrpôt donnée,3,Data mining et gestion de flux de données
1219,Fouille dans la structure de documents XML,2004,fr,4,fouille structure document xml,9,Extraction d’information et analyse documentaire web
1220,Fouille de grands ensembles de données avec un boosting proximal SVM,2004,fr,2,fouille grand ensemble donnée boosting proximal svm,3,Data mining et gestion de flux de données
1221,Gestion de données hétérogènes dans un entrepôt de données,2004,fr,1,gestion donnée hétérogène entrepôt donnée,3,Data mining et gestion de flux de données
1222,GVSR : un annuaire de logiciels de manipulation et d'édition de graphes,2004,fr,4,gvsr annuaire logiciel manipulation édition graphe,4,Apprentissage automatique et réseaux de connaissances
1224,Identification de blocs homogènes sur des données continues,2004,fr,2,identification bloc homogène donnée continu,3,Data mining et gestion de flux de données
1225,Induction extensionnelle : définition et application à l'acquisition de concepts à partir de textes,2004,fr,1,induction extensionnel définition application acquisition concept partir texte,4,Apprentissage automatique et réseaux de connaissances
1226,Intégration efficace de méthodes  de fouille de données dans les SGBD,2004,fr,4,intégration efficace méthode fouille donnée sgbd,7,Visualisation et exploration interactive de données
1227,Interrogation de sources biomédicales : prise en compte des préférences de l'utilisateur,2004,fr,3,interrogation source biomédical prise compte préférence utilisateur,4,Apprentissage automatique et réseaux de connaissances
1228,Le e-lien une solution pour l'extraction et le partage de connaissances structurées dans les documents hypertextuels,2004,fr,2,solution extraction partage connaissance structurer document hypertextuel,9,Extraction d’information et analyse documentaire web
1229,Les règles d'association comme outil de catégorisation textuelle,2004,fr,3,règle association outil catégorisation textuel,6,Règles d’association et génération de connaissances
1230,Maintenance de bases de connaissances terminologiques,2004,fr,3,maintenance base connaissance terminologique,4,Apprentissage automatique et réseaux de connaissances
1231,Manipulation de représentations de cubes de données,2004,fr,3,manipulation représentation cube donnée,3,Data mining et gestion de flux de données
1233,Mesurer la qualité des règles et de leurs contraposées avec le taux informationnel TIC,2004,fr,4,mesurer qualité règle contraposée taux informationnel tic,6,Règles d’association et génération de connaissances
1234,Mesurer les usages d'internet,2004,fr,1,mesurer usage internet,4,Apprentissage automatique et réseaux de connaissances
