id,title,year,language,Nb_authors,Nb_male,Nb_female,theme,keywords,title_clean
1179,Un critère d'évaluation pour la sélection de variables,2005,fr,3,3,3,Analyse de Graphes,pas encore,critère évaluation sélection variable
1180,Un système d'aide à la navigation dans des hypermédias,2005,fr,4,4,4,Analyse de Graphes,pas encore,système aide navigation hypermédia
1181,Une approche filtre pour la sélection de variables en apprentissage non supervisé,2005,fr,2,2,2,Classification & Clustering,pas encore,approche filtr sélection variable apprentissage non superviser
1182,Une méthode d'évaluation de la pertinence des pages Web dans WebSum,2005,fr,1,1,1,Web Mining,pas encore,méthode évaluation pertinence page web websum
1183,Usage non classificatoire d'arbres de classification : enseignements d'une analyse de la participation féminine à l'emploi en Suisse,2005,fr,3,3,3,Classification & Clustering,pas encore,usage non classificatoire arbre classification enseignement analyse participation féminin emploi suisse
1184,Utilisation des technologies XML pour la formalisation de l'ontologie de modèles e-business,2005,fr,3,3,3,Web Sémantique,pas encore,utilisation technologie xml formalisation ontologie modèle
1185,Validation statistique des cartes de Kohonen en apprentissage supervisé,2005,fr,2,2,2,Analyse de Graphes,pas encore,validation statistique carte kohonen apprentissage superviser
1186,Visualisation de la perception d'un site web par ses utilisateurs.,2005,fr,3,3,3,Web Mining,pas encore,visualisation perception site web utilisateur
1187,« La connaissance de la connaissance » : une réflexion sur la triangulation des analyses textuelles à partir d'un corpus spécialisé en gouvernance d'entreprise,2005,fr,1,1,1,Ingénierie des Données,pas encore,connaissance connaissance réflexion triangulation analyse textuel partir corpus spécialiser gouvernance entreprise
1191,Accélération de EM pour données qualitatives : études comparative de différentes versions,2004,fr,2,2,2,Entrepôts de Données,pas encore,accélération em donnée qualitatif étude comparatif version
1192,Acquisition de données vs gestion de connaissances  patrimoniales : le cas des vestiges du théâtre antique d'Arles,2004,fr,4,4,4,Ingénierie des Données,pas encore,acquisition donnée vs gestion connaissance patrimoniale cas vestige théâtre antique arles
1193,Analyse d'information relationnelle par des graphes interactifs de grandes tailles,2004,fr,2,2,2,Analyse de Graphes,pas encore,analyse information relationnel graphe interactif grand taille
1194,Annotation automatique de documents XML,2004,fr,3,3,3,Recherche d'Information,pas encore,annotation automatique document xml
1195,Apprentissage des réseaux bayésiens avec des graphes chaînés maximaux,2004,fr,2,2,2,Analyse de Graphes,pas encore,apprentissage réseau bayésien graphe chaîné maximal
1196,Apprentissage et optimisation conjoints : extraction de connaissances pertinentes sur les systèmes de production,2004,fr,2,2,2,Ingénierie des Données,pas encore,apprentissage optimisation conjoint extraction connaissance pertinent système production
1197,Apprentissage incrémental des profils dans un système de filtrage d'information,2004,fr,3,3,3,Analyse de Graphes,pas encore,apprentissage incrémental profil système filtrage information
1198,Approche binaire pour la génération de fortes règles d'association,2004,fr,3,3,3,Règles d'Association,pas encore,approche binaire génération fort règle association
1199,Approche innovante pour la recherche et l'extractin coopérative et dynamique d'informations sur Internet,2004,fr,3,3,3,Analyse de Graphes,pas encore,approche innovant recherche extractin coopératif dynamique information internet
1200,BELUGA : un outil pour l'analyse dynamique des connaissances de la littérature scientifique d'un domaine. Première application au cas des maladies à prions,2004,fr,2,2,2,Ingénierie des Données,pas encore,beluga outil analyse dynamique connaissance littérature scientifique domaine application cas maladie prion
1201,BooLoader : un chargeur efficace dédié aux bases de transactions denses,2004,fr,3,3,3,Analyse de Graphes,pas encore,booloader chargeur efficace dédier base transaction dense
1202,Caractérisation de signatures complexes dans des familles de protéines distantes,2004,fr,3,3,3,Analyse de Graphes,pas encore,caractérisation signature complexe famille protéine distante
1203,Caractérisation globale de l'exécution de jobs,2004,fr,2,2,2,Analyse de Graphes,pas encore,caractérisation global exécution job
1204,Cartographie sémantique des connaissances à la carte,2004,fr,2,2,2,Ingénierie des Données,pas encore,cartographie sémantique connaissance carte
1205,Classer pour découvrir : une nouvelle méthode d'analyse du comportement de tous les utilisateurs d'un site Web,2004,fr,3,3,3,Web Mining,pas encore,classer découvrir méthode analyse comportement utilisateur site web
1206,Classification automatique d'images,2004,fr,3,3,3,Classification & Clustering,pas encore,classification automatique image
1207,Construction de variables et arbre de décision,2004,fr,2,2,2,Recherche d'Information,pas encore,construction variable arbre décision
1208,Contrôle du risque multiple pour la sélection de règles d'association significatives,2004,fr,3,3,3,Règles d'Association,pas encore,contrôle risque multiple sélection règle association significatif
1209,Découverte de régularités pour l'intégration de  données semi structurées,2004,fr,2,2,2,Entrepôts de Données,pas encore,découverte régularité intégration donnée semi structurer
1210,Détection par SVM - Application à la détection de Churn en téléphonie mobile prépayée,2004,fr,3,3,3,Analyse de Graphes,pas encore,détection svm application détection churn téléphonie mobile prépayée
1211,"ETIQ, un étiqueteur inductif convivail pour les corpus de spécialité",2004,fr,3,3,3,Analyse de Graphes,pas encore,etiq étiqueteur inductif convivail corpus spécialité
1212,Étude de textes par leur image,2004,fr,3,3,3,Analyse de Graphes,pas encore,étude texte image
1213,Étude expérimentale de mesures de qualité de règles d'association,2004,fr,3,3,3,Règles d'Association,pas encore,étude expérimental mesure qualité règle association
1214,EXIT : EXtraction Itérative de la Terminologie,2004,fr,4,4,4,Ingénierie des Données,pas encore,exit extraction itératif terminologie
1215,Extraction de connaissances grâce à un outil de text-mining. Application à la veille informationnelle dans le cadre policier,2004,fr,2,2,2,Ingénierie des Données,pas encore,extraction connaissance grâce outil text mining application veille informationnel cadre policier
1216,Extraction de processus fonctionnels en génétique des  microbes à partir de résumés MEDLINE,2004,fr,4,4,4,Ingénierie des Données,pas encore,extraction processus fonctionnel génétique microbe partir résumer medline
1218,Fonctionnement d'un Système Informatique d'Aide à la Décision (SIAD),2004,fr,1,1,1,Analyse de Graphes,pas encore,fonctionnement système informatique aide décision siad
1219,Fonctions d'oubli dans les entrpôts de données,2004,fr,3,3,3,Entrepôts de Données,pas encore,fonction oubli entrpôt donnée
1220,Fouille dans la structure de documents XML,2004,fr,4,4,4,Recherche d'Information,pas encore,fouille structure document xml
1221,Fouille de grands ensembles de données avec un boosting proximal SVM,2004,fr,2,2,2,Entrepôts de Données,pas encore,fouille grand ensemble donnée boosting proximal svm
1222,Gestion de données hétérogènes dans un entrepôt de données,2004,fr,1,1,1,Entrepôts de Données,pas encore,gestion donnée hétérogène entrepôt donnée
1223,GVSR : un annuaire de logiciels de manipulation et d'édition de graphes,2004,fr,4,4,4,Analyse de Graphes,pas encore,gvsr annuaire logiciel manipulation édition graphe
1225,Identification de blocs homogènes sur des données continues,2004,fr,2,2,2,Entrepôts de Données,pas encore,identification bloc homogène donnée continu
1226,Induction extensionnelle : définition et application à l'acquisition de concepts à partir de textes,2004,fr,1,1,1,Analyse de Graphes,pas encore,induction extensionnel définition application acquisition concept partir texte
1227,Intégration efficace de méthodes  de fouille de données dans les SGBD,2004,fr,4,4,4,Entrepôts de Données,pas encore,intégration efficace méthode fouille donnée sgbd
1228,Interrogation de sources biomédicales : prise en compte des préférences de l'utilisateur,2004,fr,3,3,3,Analyse de Graphes,pas encore,interrogation source biomédical prise compte préférence utilisateur
1229,Le e-lien une solution pour l'extraction et le partage de connaissances structurées dans les documents hypertextuels,2004,fr,2,2,2,Ingénierie des Données,pas encore,solution extraction partage connaissance structurer document hypertextuel
1230,Les règles d'association comme outil de catégorisation textuelle,2004,fr,3,3,3,Règles d'Association,pas encore,règle association outil catégorisation textuel
1231,Maintenance de bases de connaissances terminologiques,2004,fr,3,3,3,Ingénierie des Données,pas encore,maintenance base connaissance terminologique
1232,Manipulation de représentations de cubes de données,2004,fr,3,3,3,Entrepôts de Données,pas encore,manipulation représentation cube donnée
1234,Mesurer la qualité des règles et de leurs contraposées avec le taux informationnel TIC,2004,fr,4,4,4,Règles d'Association,pas encore,mesurer qualité règle contraposée taux informationnel tic
1235,Mesurer les usages d'internet,2004,fr,1,1,1,Analyse de Graphes,pas encore,mesurer usage internet
1236,Mise en oeuvre des méthodes de fouille de données spatiales alternatives et performances,2004,fr,2,2,2,Entrepôts de Données,pas encore,mise oeuvre méthode fouille donnée spatial alternative performance
1237,Modèle de gestion intégrée des compétences et connaissances,2004,fr,3,3,3,Ingénierie des Données,pas encore,modèle gestion intégré compétence connaissance
1238,Modèle topologique pour l'interrogation des bases d'images,2004,fr,4,4,4,Analyse de Graphes,pas encore,modèle topologique interrogation base image
1239,Modélisation dynamique et temporelle de l'utilisateur pour un filtrage personnalisé de documents textuels,2004,fr,5,5,5,Recherche d'Information,pas encore,modélisation dynamique temporelle utilisateur filtrage personnaliser document textuel
1241,OpAC : Opérateur d'analyse en ligne basé sur une technique de fouilles de données,2004,fr,4,4,4,Entrepôts de Données,pas encore,opac opérateur analyse ligne baser technique fouille donnée
